Serial Number of system during year	Basin of origin	Name	Date (DD/MM/YYYY)	Time (UTC)	Latitude (lat.)	Longitude (lon.)	"CI No [or ""T. No""]"	"Estimated Central Pressure (hPa) [or ""E.C.P""]"	Maximum Sustained Surface Wind (kt) 	"Pressure Drop (hPa)[or ""delta P""]"	Grade (text)	Outermost closed isobar (hPa)	Diameter/Size of outermost closed isobar (in degree)
9_2011	AS		28/11/2011	1200	15.0	68.0	2.0	998.0	30.0	5.0	DD		
9_2011	AS		28/11/2011	1800	15.5	67.5	2.0	998.0	30.0	6.0	DD		
9_2011	AS		29/11/2011	0000	15.5	67.0	2.0	998.0	30.0	6.0	DD		
9_2011	AS		29/11/2011	0300	15.7	66.8	2.0	998.0	30.0	5.0	DD		
9_2011	AS		29/11/2011	0600	16.0	66.5	2.0	998.0	30.0	5.0	DD		
9_2011	AS		29/11/2011	1200	16.0	66.5	1.5	1000.0	25.0	4.0	D		
9_2011	AS		29/11/2011	1800	16.4	65.5	1.5	1000.0	25.0	4.0	D		
9_2011	AS		30/11/2011	0000	17.0	64.4	1.5	1000.0	25.0	4.0	D		
9_2011	AS		30/11/2011	0300	17.0	64.5	1.5	1000.0	25.0	4.0	D		
9_2011	AS		30/11/2011	0600	17.5	63.5	1.5	1000.0	25.0	4.0	D		
9_2011	AS		30/11/2011	1200	18.0	63.5	1.5	1000.0	25.0	3.0	D		
9_2011	AS		30/11/2011	1800	19.0	62.5	1.5	1000.0	25.0	3.0	D		
9_2011	AS		01/12/2011	0000	19.5	62.5	1.5	1002.0	25.0	3.0	D		
9_2011	AS		01/12/2011	0300	19.5	62.5	1.5	1002.0	25.0	3.0	D		
9_2011	AS		01/12/2011	0600	Weakened into a well marked low pressure area over westcentral Arabian Sea.								
10_2011	BOB	THANE	25/12/2011	1200	08.5	88.5	1.5	1000.0	25.0	3.0	D		
10_2011	BOB	THANE	25/12/2011	1800	09.0	88.0	1.5	1000.0	25.0	3.0	D		
10_2011	BOB	THANE	26/12/2011	0000	09.5	87.5	2.0	998.0	30.0	4.0	DD		
10_2011	BOB	THANE	26/12/2011	0300	09.5	87.5	2.0	998.0	30.0	4.0	DD		
10_2011	BOB	THANE	26/12/2011	0600	10.0	87.5	2.0	998.0	30.0	4.0	DD		
10_2011	BOB	THANE	26/12/2011	1200	10.5	87.5	2.0	998.0	30.0	5.0	DD		
10_2011	BOB	THANE	26/12/2011	1800	11.0	87.5	2.5	996.0	35.0	7.0	CS		
10_2011	BOB	THANE	26/12/2011	2100	11.0	87.5	2.5	996.0	35.0	7.0	CS		
10_2011	BOB	THANE	27/12/2011	0000	11.5	87.5	2.5	994.0	40.0	8.0	CS		
10_2011	BOB	THANE	27/12/2011	0300	12.0	87.0	2.5	994.0	40.0	8.0	CS		
10_2011	BOB	THANE	27/12/2011	0600	12.0	87.0	2.5	994.0	40.0	8.0	CS		
10_2011	BOB	THANE	27/12/2011	0900	12.2	86.7	2.5	992.0	40.0	10.0	CS		
10_2011	BOB	THANE	27/12/2011	1200	12.5	86.5	2.5	992.0	40.0	10.0	CS		
10_2011	BOB	THANE	27/12/2011	1500	12.5	86.5	3.0	992.0	45.0	10.0	CS		
10_2011	BOB	THANE	27/12/2011	1800	12.5	86.0	3.0	992.0	45.0	12.0	CS		
10_2011	BOB	THANE	27/12/2011	2100	12.5	86.0	3.0	992.0	45.0	12.0	CS		
10_2011	BOB	THANE	28/12/2011	0000	12.5	85.5	3.0	992.0	45.0	12.0	CS		
10_2011	BOB	THANE	28/12/2011	0300	12.5	85.5	3.0	987.0	45.0	14.0	CS		
10_2011	BOB	THANE	28/12/2011	0600	12.5	85.0	3.0	988.0	45.0	14.0	CS		
10_2011	BOB	THANE	28/12/2011	0900	12.5	85.0	3.5	986.0	55.0	16.0	SCS		
10_2011	BOB	THANE	28/12/2011	1200	12.5	84.5	4.0	982.0	65.0	20.0	VSCS		
10_2011	BOB	THANE	28/12/2011	1500	12.5	84.0	4.0	980.0	65.0	22.0	VSCS		
10_2011	BOB	THANE	28/12/2011	1800	12.5	84.0	4.0	978.0	65.0	24.0	VSCS		
10_2011	BOB	THANE	28/12/2011	2100	12.5	83.5	4.0	976.0	65.0	26.0	VSCS		
10_2011	BOB	THANE	29/12/2011	0000	12.3	83.0	4.0	974.0	70.0	28.0	VSCS		
10_2011	BOB	THANE	29/12/2011	0300	12.0	82.5	4.5	976.0	75.0	30.0	VSCS		
10_2011	BOB	THANE	29/12/2011	0600	12.0	82.0	4.5	972.0	75.0	30.0	VSCS		
10_2011	BOB	THANE	29/12/2011	0900	12.0	81.7	4.5	972.0	75.0	30.0	VSCS		
10_2011	BOB	THANE	29/12/2011	1200	12.0	81.3	4.5	972.0	75.0	30.0	VSCS		
10_2011	BOB	THANE	29/12/2011	1500	12.0	81.0	4.5	970.0	75.0	30.0	VSCS		
10_2011	BOB	THANE	29/12/2011	1800	11.8	80.6	4.5	970.0	75.0	30.0	VSCS		
10_2011	BOB	THANE	29/12/2011	2100	11.8	80.3	4.5	969.0	75.0	30.0	VSCS		
10_2011	BOB	THANE	30/12/2011	0000	11.6	79.9	4.5	969.0	75.0	30.0	VSCS		
10_2011	BOB	THANE	30/12/2011		The system crossed the Tamil Nadu coast close to south of Cuddalore between 0100 and 0200 UTC of 30 December, 2011.								
10_2011	BOB	THANE	30/12/2011	0300	11.6	79.5	--	986.0	55.0	16.0	SCS		
10_2011	BOB	THANE	30/12/2011	0600	11.6	79.0	--	998.0	30.0	5.0	DD		
10_2011	BOB	THANE	30/12/2011	1200	11.6	78.2	--	1000.0	25.0	3.0	D		
10_2011	BOB	THANE	31/12/2011	0000	The system weakened into a well marked low pressure area over north Kerala and neighbourhood.								
1_2012	BOB		10/10/2012	1200	21.0	91.0	1.5	1003.0	25.0	3.0	D		
1_2012	BOB		10/10/2012	1500	21.5	91.0	1.5	1003.0	25.0	4.0	D		
1_2012	BOB		10/10/2012	1800	22.0	91.0	2	1002.0	30.0	5.0	DD		
1_2012	BOB		11/10/2012	0000	22.5	91.3	2	1002.0	30.0	5.0	DD		
1_2012	BOB		11/10/2012		Deep Depression crossed near Hatia (Bangladesh) between 0000-0100 UTC								
1_2012	BOB		11/10/2012	0300	23	91.5	-	1006.0	20.0	3.0	D		
1_2012	BOB		11/10/2012	0600	Weakened into a well marked low pressure area over Mizoram & neighbourhood								
2_2012	ARB	MURJAN	22/10/2012	2100	11	66.5	1.5	1004.0	25.0	3.0	D		
2_2012	ARB	MURJAN	23/10/2012	0300	11	66.0	1.5	1004.0	25.0	3.0	D		
2_2012	ARB	MURJAN	23/10/2012	1200	11.5	64.0	1.5	1003.0	25.0	3.0	D		
2_2012	ARB	MURJAN	23/10/2012	1500	11.5	63.5	2	1002.0	30.0	4.0	DD		
2_2012	ARB	MURJAN	24/10/2012	0300	11	59.0	2	1002.0	30.0	4.0	DD		
2_2012	ARB	MURJAN	24/10/2012	1200	10.5	56.5	2.5	1000.0	35.0	6.0	CS		
2_2012	ARB	MURJAN	24/10/2012	1800	10.5	55.5	2.5	998.0	40.0	8.0	CS		
2_2012	ARB	MURJAN	25/10/2012	0000	10.5	54.0	2.5	1000.0	35.0	6.0	CS		
2_2012	ARB	MURJAN	25/10/2012	0300	10.5	53.5	2.5	1000.0	35.0	6.0	CS		
2_2012	ARB	MURJAN	25/10/2012	0600	10	53.0	2.5	1000.0	35.0	6.0	CS		
2_2012	ARB	MURJAN	25/10/2012	1200	9.5	51.5	2.5	1000.0	35.0	6.0	CS		
2_2012	ARB	MURJAN	25/10/2012		The system crossed Somalia coast near 9.50N and 50.80E between 1700-1800 UTC 								
2_2012	ARB	MURJAN	25/10/2012	1800	9.5	50.5	--	1001.0	30.0	4.0	DD		
2_2012	ARB	MURJAN	26/10/2012	0000	9.5	49.5	--	1002.0	25.0	3.0	D		
2_2012	ARB	MURJAN	26/10/2012	0300	9.5	48.5	--	1002.0	25.0	3.0	D		
3_2012	BOB	NILAM	28/10/2012	0600	9.5	86.0	1.5	1004.0	25.0	2.0	D		
3_2012	BOB	NILAM	28/10/2012	1200	9.5	85.0	1.5	1003.0	25.0	3.0	D		
3_2012	BOB	NILAM	28/10/2012	1800	9.5	84.5	1.5	1002.0	25.0	4.0	D		
3_2012	BOB	NILAM	29/10/2012	0000	9.5	84.0	2	1000.0	30.0	4.0	DD		
3_2012	BOB	NILAM	29/10/2012	0300	9.5	83.5	2	1000.0	30.0	4.0	DD		
3_2012	BOB	NILAM	29/10/2012	0600	9	83.0	2	1000.0	30.0	4.0	DD		
3_2012	BOB	NILAM	29/10/2012	1200	9	82.5	2	1000.0	30.0	4.0	DD		
3_2012	BOB	NILAM	29/10/2012	1800	9	82.0	2	1000.0	30.0	4.0	DD		
3_2012	BOB	NILAM	30/10/2012	0000	9	82.0	2	999.0	30.0	4.0	DD		
3_2012	BOB	NILAM	30/10/2012	0300	9	82.0	2.5	998.0	35.0	6.0	CS		
3_2012	BOB	NILAM	30/10/2012	0600	9	82.0	2.5	996.0	35.0	6.0	CS		
3_2012	BOB	NILAM	30/10/2012	0900	9.5	82.0	2.5	996.0	35.0	6.0	CS		
3_2012	BOB	NILAM	30/10/2012	1200	9.5	82.0	2.5	994.0	40.0	8.0	CS		
3_2012	BOB	NILAM	30/10/2012	1500	9.5	82.0	2.5	994.0	40.0	8.0	CS		
3_2012	BOB	NILAM	30/10/2012	1800	10	82.0	2.5	992.0	40.0	8.0	CS		
3_2012	BOB	NILAM	30/10/2012	2100	10	82.0	2.5	990.0	40.0	10.0	CS		
3_2012	BOB	NILAM	31/10/2012	0000	10.5	81.5	3	988.0	45.0	12.0	CS		
3_2012	BOB	NILAM	31/10/2012	0300	11	81.0	3	987.0	45.0	13.0	CS		
3_2012	BOB	NILAM	31/10/2012	0600	11.5	81.0	3	987.0	45.0	13.0	CS		
3_2012	BOB	NILAM	31/10/2012	0900	12.3	80.5	3	987.0	45.0	13.0	CS		
3_2012	BOB	NILAM	31/10/2012		The system crossed north Tamilnadu coast near Mahabalipuram, south of Chennai (near latitude 12.50N and longitude 80.20E) between 1600 and 1700 hrs IST								
3_2012	BOB	NILAM	31/10/2012	1200	12.7	79.8	--	991.0	35.0	8.0	CS		
3_2012	BOB	NILAM	31/10/2012	1500	13	79.5	--	996.0	35.0	7.0	CS		
3_2012	BOB	NILAM	31/10/2012	1800	13	78.5	--	998.0	30.0	5.0	DD		
3_2012	BOB	NILAM	01/11/2012	0000	13	77.5	--	999.0	20.0	4.0	D		
3_2012	BOB	NILAM	01/11/2012	0300	13.5	77.0	--	1002.0	20.0	3.0	D		
3_2012	BOB	NILAM	01/11/2012	0600	13.5	77.0	--	1002.0	20.0	3.0	D		
3_2012	BOB	NILAM	01/11/2012	1200	14	77.0	--	1002.0	20.0	3.0	D		
3_2012	BOB	NILAM	01/11/2012	1800	14.5	77.0	--	1004.0	20.0	3.0	D		
3_2012	BOB	NILAM	02/11/2012	0000	Weakened into a well marked low pressure area over Rayalaseema and neighbourhood								
4_2012	BOB		17/11/2012	0600	15.5	90.0	1.5	1004.0	25.0	3.0	D		
4_2012	BOB		17/11/2012	0900	15.5	89.5	2	1003.0	30.0	4.0	DD		
4_2012	BOB		17/11/2012	1200	16	89.0	2	1002.0	30.0	5.0	DD		
4_2012	BOB		17/11/2012	1800	16	89.0	2	1002.0	30.0	5.0	DD		
4_2012	BOB		18/11/2012	0000	16	88.5	2	1002.0	30.0	5.0	DD		
4_2012	BOB		18/11/2012	0300	16	88.5	2	1002.0	30.0	5.0	DD		
4_2012	BOB		18/11/2012	0600	16	88.0	2	1002.0	30.0	5.0	DD		
4_2012	BOB		18/11/2012	1200	16	87.5	2	1002.0	30.0	5.0	DD		
4_2012	BOB		18/11/2012	1800	16	87.5	2	1002.0	30.0	5.0	DD		
4_2012	BOB		19/11/2012	0000	15.5	87.0	1.5	1004.0	25.0	3.0	D		
4_2012	BOB		19/11/2012	0300	15	86.5	1.5	1004.0	25.0	3.0	D		
4_2012	BOB		19/11/2012	0600	15	86.5	1.5	1004.0	25.0	3.0	D		
4_2012	BOB		19/11/2012	1200	15	86.0	1.5	1005.0	20.0	3.0	D		
4_2012	BOB		19/11/2012	1500	The system weakened into a well marked low pressure area over west central Bay of Bengal								
5_2012	ARB		22/12/2012	0600	9	64.0	1.5	1004.0	25.0	3.0	D		
5_2012	ARB		22/12/2012	0900	9	63.0	1.5	1004.0	25.0	3.0	D		
5_2012	ARB		22/12/2012	1200	9	62.5	1.5	1003.0	25.0	4.0	D		
5_2012	ARB		23/12/2012	0000	9	60.5	2	1002.0	30.0	5.0	DD		
5_2012	ARB		23/12/2012	0300	9	60.0	2	1002.0	30.0	5.0	DD		
5_2012	ARB		23/12/2012	1200	8.5	57.0	2	1002.0	30.0	5.0	DD		
5_2012	ARB		24/12/2012	0300	8	54.0	2	1002.0	30.0	5.0	DD		
5_2012	ARB		24/12/2012	1200	7	52.0	1.5	1004.0	25.0	3.0	D		
5_2012	ARB		25/12/2012	0300	Weakened  into a well marked low pressure area over southwest Arabian Sea off Somalia coast								
1_2013	BOB	VIYARU	10/05/2013	0900	5	92.0	1.5	1004	25	3	D		
1_2013	BOB	VIYARU	10/05/2013	1200	5.5	92.0	2	1002	30	5	DD		
1_2013	BOB	VIYARU	10/05/2013	1800	6	91.5	2	1000	30	5	DD		
1_2013	BOB	VIYARU	11/05/2013	0000	6.5	91.0	2	998	30	6	DD		
1_2013	BOB	VIYARU	11/05/2013	0300	7	90.5	2.5	996	35	8	CS		
1_2013	BOB	VIYARU	11/05/2013	0600	7.5	90.5	2.5	996	35	8	CS		
1_2013	BOB	VIYARU	11/05/2013	0900	7.5	90.0	2.5	996	35	8	CS		
1_2013	BOB	VIYARU	11/05/2013	1200	8	89.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	11/05/2013	1500	8.5	89.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	11/05/2013	1800	9	89.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	11/05/2013	2100	9.5	88.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	12/05/2013	0000	10	88.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	12/05/2013	0300	10	87.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	12/05/2013	0600	10	87.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	12/05/2013	0900	10.5	87.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	12/05/2013	1200	10.5	87.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	12/05/2013	1500	10.5	86.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	12/05/2013	1800	11	86.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	12/05/2013	2100	11	86.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	13/05/2013	0000	11.5	86.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	13/05/2013	0300	12	86.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	13/05/2013	0600	12	86.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	13/05/2013	0900	12	86.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	13/05/2013	1200	12	86.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	13/05/2013	1500	12.5	86.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	13/05/2013	1800	12.5	85.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	13/05/2013	2100	13	85.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	14/05/2013	0000	13.5	85.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	14/05/2013	0300	13.5	85.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	14/05/2013	0600	14	85.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	14/05/2013	0900	14	85.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	14/05/2013	1200	14.5	86.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	14/05/2013	1500	14.5	86.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	14/05/2013	1800	15	86.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	14/05/2013	2100	15.5	86.5	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	15/05/2013	0000	16	87.0	2.5	994	40	8	CS		
1_2013	BOB	VIYARU	15/05/2013	0300	16.5	87.0	2.5	992	40	8	CS		
1_2013	BOB	VIYARU	15/05/2013	0600	17	87.5	3	990	45	10	CS		
1_2013	BOB	VIYARU	15/05/2013	0900	17.5	87.5	3	990	45	10	CS		
1_2013	BOB	VIYARU	15/05/2013	1200	18	88.0	3	990	45	10	CS		
1_2013	BOB	VIYARU	15/05/2013	1500	18.5	88.5	3	990	45	10	CS		
1_2013	BOB	VIYARU	15/05/2013	1800	19	88.5	3	990	45	10	CS		
1_2013	BOB	VIYARU	15/05/2013	2100	19.5	89.0	3	990	45	10	CS		
1_2013	BOB	VIYARU	16/05/2013	0000	20	89.5	3	990	45	10	CS		
1_2013	BOB	VIYARU	16/05/2013	0300	21	90.0	3	990	45	10	CS		
1_2013	BOB	VIYARU	16/05/2013	0600	22.5	91.0	3	990	45	10	CS		
1_2013	BOB	VIYARU	16/05/2013		Crossed Bangladesh coast between Chittagong and Feni, near latitude 22.8ºN and longitude 91.4ºE (about 30 km south of Feni), around 0800 UTC. 								
1_2013	BOB	VIYARU	16/05/2013	0900	23.5	92.0	-	994	40	8	CS		
1_2013	BOB	VIYARU	16/05/2013	1200	24	92.5	-	996	30	6	DD		
1_2013	BOB	VIYARU	16/05/2013	1800	25	93.5	-	998	25	4	D		
1_2013	BOB	VIYARU	17/05/2013	0000	Weakened into a well marked low pressure area over Nagaland								
2_2013	BOB		29/05/2013	0300	21	89.5	1.5	996	25	4	D		
2_2013	BOB		29/05/2013	0600	21.3	89.3	1.5	996	25	4	D		
2_2013	BOB		29/05/2013	0900	21.5	89.0	1.5	996	25	4	D		
2_2013	BOB		29/05/2013	1200	21.7	88.8	1.5	994	25	4	D		
2_2013	BOB		29/05/2013		The system crossed West Bengal coast near lat. 21.8 and Long. 88.7 between 1330-1430 UTC								
2_2013	BOB		29/05/2013	1500	22	88.7	-	994	20	4	D		
2_2013	BOB		29/05/2013	1800	22.1	88.4	-	994	20	4	D		
2_2013	BOB		30/05/2013	0000	22.2	87.8	-	994	20	4	D		
2_2013	BOB		30/05/2013	0300	22.3	87.5	-	990	20	4	D		
2_2013	BOB		30/05/2013	0600	22.3	87.5	-	990	20	4	D		
2_2013	BOB		30/05/2013	1200	22.7	87.3	-	990	20	4	D		
2_2013	BOB		30/05/2013	1800	22.8	87.2	-	990	20	4	D		
2_2013	BOB		31/05/2013	0000	23.5	87.1	-	990	20	4	D		
2_2013	BOB		31/05/2013	0300	24	87.0	-	990	20	4	D		
2_2013	BOB		31/05/2013	0600	24.5	87.0	-	994	20	3	D		
2_2013	BOB		31/05/2013	0900	25	87.0	-	996	20	3	D		
2_2013	BOB		31/05/2013	1200	The system weakened into a well marked low pressure area over Bihar & adjoining Jharkhand								
3_2013	BOB		30/07/2013	0300	21	88.0	1.5	990	25	3	D		
3_2013	BOB		30/07/2013	0600	21.5	87.5	1.5	990	25	3	D		
3_2013	BOB		30/07/2013		The system crossed north Odisha and adjoining West Bengal coast between Balasore and Digha around 0700 UTC 								
3_2013	BOB		30/07/2013	1200	21.7	87.0	-	990	25	3	D		
3_2013	BOB		30/07/2013	1800	21.7	85.5	-	992	20	3	D		
3_2013	BOB		31/07/2013	0000	21.8	84.0	-	992	20	3	D		
3_2013	BOB		31/07/2013	0300	21.8	83.0	-	992	20	3	D		
3_2013	BOB		31/07/2013	0600	21.8	82.5	-	992	20	3	D		
3_2013	BOB		31/07/2013	1200	22	80.5	-	992	20	3	D		
3_2013	BOB		01/08/2013	0000	22.5	80.0	-	992	20	3	D		
3_2013	BOB		01/08/2013	0300	The system weakened into a well marked low pressure area over southeast Madhya Pradesh and adjoining Chhattisgarh and Vidarbha.								
4_2013	BOB		20/08/2013	0000	22	87.5	-	990	25	3	D		
4_2013	BOB		20/08/2013	0300	22	87.5	-	990	25	3	D		
4_2013	BOB		20/08/2013	0600	22	87.5	-	990	25	3	D		
4_2013	BOB		20/08/2013	1200	22.3	87.5	-	990	25	3	D		
4_2013	BOB		20/08/2013	1800	22.5	87.5	-	990	25	3	D		
4_2013	BOB		21/08/2013	0000	23.3	87.0	-	990	20	3	D		
4_2013	BOB		21/08/2013	0300	23.3	86.0	-	992	20	3	D		
4_2013	BOB		21/08/2013	0600	23.2	85.7	-	992	20	3	D		
4_2013	BOB		21/08/2013	1200	23.2	84.0	-	991	20	3	D		
4_2013	BOB		21/08/2013	1800	23.2	82.2	-	994	20	3	D		
4_2013	BOB		22/08/2013	0000	23.2	82.0	-	994	20	3	D		
4_2013	BOB		22/08/2013	0300	23.2	80.7	-	994	20	3	D		
4_2013	BOB		22/08/2013	0600	23.2	80.3	-	996	20	3	D		
4_2013	BOB		22/08/2013	1200	23	80.1	-	998	20	3	D		
4_2013	BOB		23/08/2013	0000	22.8	79.8	-	998	20	3	D		
4_2013	BOB		23/08/2013	0300	Weakened into a well marked low pressure area over central part of south Madhya Pradesh and adjoining Vidarbha.								
5_2013	BOB	PHAILIN	08/10/2013	0300	12	96.0	1.5	1004	25	3	D		
5_2013	BOB	PHAILIN	08/10/2013	0600	12	95.5	1.5	1004	25	3	D		
5_2013	BOB	PHAILIN	08/10/2013	1200	12	94.5	1.5	1003	25	4	D		
5_2013	BOB	PHAILIN	08/10/2013	1800	12.5	94.0	1.5	1003	25	4	D		
5_2013	BOB	PHAILIN	09/10/2013	0000	13	93.5	2	1002	30	5	DD		
5_2013	BOB	PHAILIN	09/10/2013	0300	13	93.5	2	1001	30	5	DD		
5_2013	BOB	PHAILIN	09/10/2013	0600	13	93.0	2	1000	30	6	DD		
5_2013	BOB	PHAILIN	09/10/2013					System crossed Andaman & Nicobar Island near Maya Bandar between 0700-0800 UTC					
5_2013	BOB	PHAILIN	09/10/2013	0900	13.5	92.5	2	1000	30	6	DD		
5_2013	BOB	PHAILIN	09/10/2013	1200	13.5	92.5	2.5	999	35	7	CS		
5_2013	BOB	PHAILIN	09/10/2013	1500	13.6	92.5	2.5	999	35	7	CS		
5_2013	BOB	PHAILIN	09/10/2013	1800	14	92.0	2.5	998	40	8	CS		
5_2013	BOB	PHAILIN	09/10/2013	2100	14	92.0	3	996	45	10	CS		
5_2013	BOB	PHAILIN	10/10/2013	0000	14.5	91.5	3	996	45	10	CS		
5_2013	BOB	PHAILIN	10/10/2013	0300	14.5	91.0	3.5	990	55	15	SCS		
5_2013	BOB	PHAILIN	10/10/2013	0600	15	90.5	4	984	65	22	VSCS		
5_2013	BOB	PHAILIN	10/10/2013	0900	15	90.5	4	982	70	24	VSCS		
5_2013	BOB	PHAILIN	10/10/2013	1200	15.5	90.0	4.5	976	75	30	VSCS		
5_2013	BOB	PHAILIN	10/10/2013	1500	15.5	90.0	5	966	90	40	ESCS		
5_2013	BOB	PHAILIN	10/10/2013	1800	15.5	89.5	5	960	95	46	ESCS		
5_2013	BOB	PHAILIN	10/10/2013	2100	15.5	89.0	5.5	954	100	52	ESCS		
5_2013	BOB	PHAILIN	11/10/2013	0000	16	88.5	5.5	946	110	60	ESCS		
5_2013	BOB	PHAILIN	11/10/2013	0300	16	88.5	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	11/10/2013	0600	16.2	88.3	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	11/10/2013	0900	16.5	88.0	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	11/10/2013	1200	16.8	87.7	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	11/10/2013	1500	16.9	87.2	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	11/10/2013	1800	17	87.0	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	11/10/2013	2100	17.1	86.8	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	12/10/2013	0000	17.5	86.5	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	12/10/2013	0300	17.8	86.0	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	12/10/2013	0600	18.1	85.7	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	12/10/2013	0900	18.6	85.4	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	12/10/2013	1200	18.7	85.2	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	12/10/2013	1500	19.1	85.2	6	940	115	66	ESCS		
5_2013	BOB	PHAILIN	12/10/2013							The VSCS crossed Odisha & adjoining north Andhra Pradesh coast near Gopalpur around 1700 UTC (landfall point : 19.20N and 84.90E)			
5_2013	BOB	PHAILIN	12/10/2013	1800	19.5	84.8	-	956	100	50	ESCS		
5_2013	BOB	PHAILIN	12/10/2013	2100	20	84.5	-	966	90	40	ESCS		
5_2013	BOB	PHAILIN	13/10/2013	0000	20.5	84.5	-	976	75	30	VSCS		
5_2013	BOB	PHAILIN	13/10/2013	0300	21	84.0	-	990	55	15	SCS		
5_2013	BOB	PHAILIN	13/10/2013	0600	21.5	84.0	-	992	40	13	CS		
5_2013	BOB	PHAILIN	13/10/2013	0900	21.8	83.8	-	993	35	12	CS		
5_2013	BOB	PHAILIN	13/10/2013	1200	22.5	83.8	-	994	35	10	CS		
5_2013	BOB	PHAILIN	13/10/2013	1800	23	83.5	-	996	30	6	DD		
5_2013	BOB	PHAILIN	14/10/2013	0000	23.5	84.0	-	1000	30	5	DD		
5_2013	BOB	PHAILIN	14/10/2013	0300	24	84.1	-	1002	25	4	D		
5_2013	BOB	PHAILIN	14/10/2013	0600	24.5	84.2		1004	25	3	D		
5_2013	BOB	PHAILIN	14/10/2013	0900	Weakened into a well marked low pressure area over southwest Bihar and neighbourhood								
6_2013	AS		08/11/2013	0600	8	56.5	1.5	1006	25	3	D		
6_2013	AS		08/11/2013	1200	8	55.0	1.5	1004	25	3	D		
6_2013	AS		08/11/2013	1800	8	54.0	1.5	1004	25	3	D		
6_2013	AS		09/11/2013	0000	8	53.0	2	1002	30	5	DD		
6_2013	AS		09/11/2013	0300	8	52.5	2	1002	30	5	DD		
6_2013	AS		09/11/2013	0600	8	52.5	2	1002	30	5	DD		
6_2013	AS		09/11/2013	1200	8	51.5	2	1002	30	5	DD		
6_2013	AS		09/11/2013	1800	8	51.5	2	1002	30	5	DD		
6_2013	AS		10/11/2013	0000	8	51.5	2	1002	30	5	DD		
6_2013	AS		10/11/2013	0300	8	51.5	2	1002	30	5	DD		
6_2013	AS		10/11/2013	0600	8	51.0	2	1002	30	5	DD		
6_2013	AS		10/11/2013	1200	8	51.0	2	1002	30	5	DD		
6_2013	AS		10/11/2013	1800	8.1	50.5	2	1002	30	5	DD		
6_2013	AS		10/11/2013							Deep Depression crossed Somalia coast near lat. 8.2°N and long. 50.10E between 2300 UTC of 10-11-2013 and 0000 UTC of 11-11-2013			
6_2013	AS		11/11/2013	0000	8.2	50.0	-	1002	30	5	DD		
6_2013	AS		11/11/2013	0300	8.4	49.6	-	1002	30	5	DD		
6_2013	AS		11/11/2013	0600	8.7	49.3	-	1004	25	3	D		
6_2013	AS		11/11/2013	1200	Weakened into a well marked low pressure area  over Somalia								
7_2013	BOB		13/11/2013	0000	11.5	86.5	1.5	1004	25	3	D		
7_2013	BOB		13/11/2013	0300	11.5	86.0	1.5	1004	25	3	D		
7_2013	BOB		13/11/2013	0600	11.5	86.0	1.5	1004	25	3	D		
7_2013	BOB		13/11/2013	1200	11.5	86.0	1.5	1003	25	4	D		
7_2013	BOB		13/11/2013	1800	11.5	85.5	1.5	1003	25	4	D		
7_2013	BOB		14/11/2013	0000	11.5	85.0	1.5	1003	25	4	D		
